"","fndRow","",""
"SA18-GS-6",102,0,0
"SA18-GS-7",103,0,0
"SA18-GS-8",104,0,0
"SA18-GS-9",105,0,0
"SA18-GS-10",106,0,0
"SA18-GS-11",107,0,0
"SA18-GS-12",108,0,0
"SL18-MD-1",109,0,0
"SL18-MD-2",110,0,0
"SL18-MD-3",111,0,0
"SL18-MD-4",112,0,0
"SL18-MD-5",113,0,0
"SL18-BL-5",114,0,0
"SL18-BL-6",115,0,0
"SL18-BL-7",116,0,0
"SL18-BL-8",117,0,0
"SL18-BL-9",118,0,0
"SL18-BL-10",119,0,0
"SL18-BL-11",120,0,0
"SL18-BL-12",121,0,0
"SL18-BL-13",122,0,0
"SL18-BL-14",123,0,0
"SL18-BL-15",124,0,0
"SL18-BL-16",125,0,0
"SA18-CB-10",126,0,0
"SL18-OI-2",127,0,0
"SL18-OI-7",128,0,0
"SL18-OI-9",129,0,0
"SL18-SF-13",130,0,0
"SL18-SF-17",131,0,0
"SL18-SF-18",132,0,0
"SA18-CB-4",133,0,0
"SL18-LD-2",134,0,0
"SA18-CB-5",135,0,0
"SA18-CB-7",136,0,0
"SL18-LL-9",137,0,0
"SL18-SF-19",138,0,0
"SL18-OI-14",139,0,0
"SL18-SF-15",140,0,0
"SA18-CB-2",141,0,0
"SA18-CB-3",142,0,0
"SA18-CB-1",143,0,0
"SA18-CB-10-FG1",144,126,NA
"SL18-LD-10-FG1",145,14,NA
"SL18-NL-6-FG1",146,73,NA
"SL18-NL-6-FG3",147,73,NA
"SL18-LD-10-FG2",148,14,NA
"SL18-NL-7-FG3",149,72,NA
"SL18-NL-9-FG2",150,74,NA
"SL18-NL-9-FG3",151,74,NA
"SL18-OI-11-FG1",152,4,NA
"SL18-OI-15-FG1",153,5,NA
"SL18-OI-16-FG1",154,6,NA
"SL18-LD-10-FG3",155,14,NA
"SL18-OI-16-FG2",156,6,NA
"SL18-OI-16-FG3",157,6,NA
"SL18-LD-13-FG2",158,16,NA
"SL18-OI-17-FG1",159,7,NA
"SL18-OI-17-FG2",160,7,NA
"SL18-OI-18-FG1",161,8,NA
"SL18-OI-18-FG2",162,8,NA
"SL18-LD-1-FG1",163,9,NA
"SL18-OI-18-FG3",164,8,NA
"SL18-OI-18-FG5",165,8,NA
"SL18-OI-18-FG6",166,8,NA
"SL18-OI-2-FG2",167,127,NA
"SL18-OI-2-FG3",168,127,NA
"SL18-OI-4-FG3",169,1,NA
"SL18-OI-6-FG1",170,3,NA
"SL18-OI-7-FG3",171,128,NA
"SL18-OI-9-FG1",172,129,NA
"SL18-SF-13-FG1",173,130,NA
"SL18-LD-1-FG2",174,9,NA
"SL18-SF-17-FG1",175,131,NA
"SL18-SF-17-FG3",176,131,NA
"SA18-CB-10-FG2",177,126,NA
"SL18-SF-18-FG2",178,132,NA
"SL18-LD-1-FG3",179,9,NA
"SA18-CB-4-FG3",180,133,NA
"SL18-LD-2-FG2",181,134,NA
"SL18-LD-3-FG1",182,10,NA
"SL18-LD-3-FG2",183,10,NA
"SA18-CB-5-FG1",184,135,NA
"SL18-LD-3-FG3",185,10,NA
"SL18-LD-4-FG1",186,11,NA
"SL18-LD-4-FG2",187,11,NA
"SL18-LD-4-FG3",188,11,NA
"SL18-LD-5-FG1",189,12,NA
"SA18-CB-7-FG1",190,136,NA
"SL18-LD-5-FG2",191,12,NA
"SL18-LD-9-FG2",192,13,NA
"SL18-LD-9-FG3",193,13,NA
"SL18-LL-9-FG1",194,137,NA
"SL18-LL-9-FG3",195,137,NA
"SL18-NL-10-FG1",196,75,NA
"SL18-NL-10-FG2",197,75,NA
"SL18-NL-10-FG3",198,75,NA
"SL18-NL-2-FG1",199,66,NA
"SL18-NL-2-FG3",200,66,NA
"SL18-NL-3-FG1",201,68,NA
"SL18-NL-3-FG2",202,68,NA
"SL18-NL-3-FG3",203,68,NA
"SL18-SF-19-MG2",204,138,NA
"SL18-OI-4-MG1",205,1,NA
"SL18-OI-11-MG2",206,4,NA
"SL18-OI-14-MG2",207,139,NA
"SL18-OI-15-MG1",208,5,NA
"SL18-OI-16-MG1",209,6,NA
"SL18-SF-17-MG1",210,131,NA
"SA18-CB-4-MG3",211,133,NA
"SA18-CB-7-MG2",212,136,NA
"SL18-OI-7-MG1",213,128,NA
"SL18-SF-13-MG1",214,130,NA
"SL18-LD-13-MG3",215,16,NA
"SL18-LD-1-MG2",216,9,NA
"SL18-NL-3-MG2",217,68,NA
"SA18-CB-7-MG1",218,136,NA
"SL18-SF-19-MG1",219,138,NA
"SL18-LL-9-MG3",220,137,NA
"SL18-SF-17-MG2",221,131,NA
"SL18-SF-15-MG2",222,140,NA
"SA18-CB-2-MG3",223,141,NA
"SL18-LD-10-MG1",224,14,NA
"SL18-NL-5-MG1",225,70,NA
"SL18-SF-15-MG1",226,140,NA
"SA18-CB-4-MG1",227,133,NA
"SL18-NL-2-MG1",228,66,NA
"SA18-CB-3-MG3",229,142,NA
"SA18-CB-5-MG3",230,135,NA
"SL18-LD-10-MG3",231,14,NA
"SL18-LD-13-MG2",232,16,NA
"SL18-LD-3-MG2",233,10,NA
"SL18-NL-6-MG1",234,73,NA
"SL18-SF-13-MG2",235,130,NA
"SL18-OI-9-MG3",236,129,NA
"SL18-LD-9-MG1",237,13,NA
"SA18-CB-2-MG2",238,141,NA
"SL18-NL-2-MG2",239,66,NA
"SL18-LD-2-MG3",240,134,NA
"SL18-LL-9-MG1",241,137,NA
"SL18-LD-2-MG1",242,134,NA
"SL18-NL-7-MG1",243,72,NA
"SA18-CB-1-MG2",244,143,NA
"SL18-NL-9-MG1",245,74,NA
"SA18-CB-2-MG1",246,141,NA
"SL18-LD-5-MG1",247,12,NA
"SL18-OI-18-MG1",248,8,NA
"SL18-LL-9-MG2",249,137,NA
"SA18-CB-10-MG1",250,126,NA
"SL18-NL-10-MG2",251,75,NA
"SL18-NL-2-MG3",252,66,NA
"SL18-SF-13-MG3",253,130,NA
"SL18-OI-6-MG2",254,3,NA
"SL18-NL-9-MG2",255,74,NA
"SL18-OI-15-MG2",256,5,NA
"SL18-SF-17-MG3",257,131,NA
"SA18-CB-10-FG1xSL18-SF-19-MG2",258,144,204
"SL18-LD-10-FG1xSL18-OI-4-MG1",259,145,205
"SL18-NL-6-FG1xSL18-OI-11-MG2",260,146,206
"SL18-NL-6-FG1xSL18-OI-14-MG2",261,146,207
"SL18-NL-6-FG1xSL18-OI-15-MG1",262,146,208
"SL18-NL-6-FG1xSL18-OI-16-MG1",263,146,209
"SL18-NL-6-FG1xSL18-SF-17-MG1",264,146,210
"SL18-NL-6-FG1xSL18-SF-19-MG2",265,146,204
"SL18-NL-6-FG3xSA18-CB-4-MG3",266,147,211
"SL18-LD-10-FG2xSA18-CB-7-MG2",267,148,212
"SL18-NL-6-FG3xSL18-OI-7-MG1",268,147,213
"SL18-NL-6-FG3xSL18-SF-13-MG1",269,147,214
"SL18-NL-7-FG3xSL18-LD-13-MG3",270,149,215
"SL18-NL-7-FG3xSL18-LD-1-MG2",271,149,216
"SL18-LD-10-FG2xSL18-NL-3-MG2",272,148,217
"SL18-NL-9-FG2xSA18-CB-7-MG1",273,150,218
"SL18-NL-9-FG2xSL18-SF-19-MG1",274,150,219
"SL18-NL-9-FG3xSL18-LL-9-MG3",275,151,220
"SL18-NL-9-FG3xSL18-SF-17-MG2",276,151,221
"SL18-OI-11-FG1xSL18-SF-15-MG2",277,152,222
"SL18-OI-15-FG1xSA18-CB-2-MG3",278,153,223
"SL18-OI-15-FG1xSL18-LD-10-MG1",279,153,224
"SL18-OI-15-FG1xSL18-NL-5-MG1",280,153,225
"SL18-OI-15-FG1xSL18-SF-15-MG1",281,153,226
"SL18-OI-16-FG1xSA18-CB-4-MG1",282,154,227
"SL18-LD-10-FG3xSL18-SF-19-MG1",283,155,219
"SL18-OI-16-FG1xSL18-LL-9-MG3",284,154,220
"SL18-OI-16-FG1xSL18-NL-2-MG1",285,154,228
"SL18-OI-16-FG1xSL18-OI-7-MG1",286,154,213
"SL18-OI-16-FG2xSA18-CB-3-MG3",287,156,229
"SL18-OI-16-FG3xSA18-CB-4-MG3",288,157,211
"SL18-OI-16-FG3xSA18-CB-5-MG3",289,157,230
"SL18-OI-16-FG3xSL18-LD-10-MG3",290,157,231
"SL18-OI-16-FG3xSL18-LD-1-MG2",291,157,216
"SL18-LD-13-FG2xSL18-LD-13-MG2",292,158,232
"SL18-OI-16-FG3xSL18-LD-3-MG2",293,157,233
"SL18-OI-16-FG3xSL18-NL-6-MG1",294,157,234
"SL18-OI-16-FG3xSL18-SF-17-MG2",295,157,221
"SL18-OI-17-FG1xSL18-SF-13-MG2",296,159,235
"SL18-OI-17-FG2xSL18-SF-17-MG2",297,160,221
"SL18-OI-18-FG1xSL18-OI-9-MG3",298,161,236
"SL18-OI-18-FG2xSA18-CB-7-MG1",299,162,218
"SL18-OI-18-FG2xSL18-LD-10-MG1",300,162,224
"SL18-OI-18-FG2xSL18-LD-9-MG1",301,162,237
"SL18-LD-1-FG1xSA18-CB-2-MG2",302,163,238
"SL18-OI-18-FG2xSL18-NL-2-MG2",303,162,239
"SL18-OI-18-FG2xSL18-LD-2-MG3",304,162,240
"SL18-OI-18-FG3xSL18-LL-9-MG1",305,164,241
"SL18-OI-18-FG3xSL18-OI-7-MG1",306,164,213
"SL18-OI-18-FG5xSA18-CB-4-MG3",307,165,211
"SL18-OI-18-FG5xSL18-LD-2-MG1",308,165,242
"SL18-OI-18-FG5xSL18-NL-7-MG1",309,165,243
"SL18-OI-18-FG5xSL18-SF-15-MG2",310,165,222
"SL18-OI-18-FG6xSA18-CB-1-MG2",311,166,244
"SL18-OI-18-FG6xSL18-NL-6-MG1",312,166,234
"SL18-LD-1-FG1xSL18-LD-10-MG3",313,163,231
"SL18-OI-18-FG6xSL18-SF-17-MG1",314,166,210
"SL18-OI-2-FG2xSA18-CB-7-MG2",315,167,212
"SL18-OI-2-FG2xSL18-LD-1-MG2",316,167,216
"SL18-OI-2-FG2xSL18-LD-2-MG1",317,167,242
"SL18-OI-2-FG2xSL18-LL-9-MG3",318,167,220
"SL18-OI-2-FG2xSL18-SF-17-MG2",319,167,221
"SL18-OI-2-FG3xSA18-CB-4-MG1",320,168,227
"SL18-OI-2-FG3xSL18-LD-10-MG1",321,168,224
"SL18-OI-2-FG3xSL18-NL-2-MG2",322,168,239
"SL18-LD-1-FG1xSL18-NL-2-MG2",323,163,239
"SL18-OI-2-FG3xSL18-NL-9-MG1",324,168,245
"SL18-OI-2-FG3xSL18-SF-15-MG1",325,168,226
"SL18-OI-2-FG3xSL18-SF-17-MG1",326,168,210
"SL18-OI-4-FG3xSL18-SF-17-MG1",327,169,210
"SL18-OI-6-FG1xSA18-CB-2-MG1",328,170,246
"SL18-OI-6-FG1xSA18-CB-4-MG1",329,170,227
"SL18-OI-6-FG1xSL18-LD-13-MG2",330,170,232
"SL18-OI-6-FG1xSL18-LD-2-MG1",331,170,242
"SL18-OI-6-FG1xSL18-LD-5-MG1",332,170,247
"SL18-LD-1-FG1xSL18-OI-18-MG1",333,163,248
"SL18-OI-6-FG1xSL18-NL-9-MG1",334,170,245
"SL18-OI-6-FG1xSL18-SF-15-MG1",335,170,226
"SL18-OI-6-FG1xSL18-SF-19-MG1",336,170,219
"SL18-OI-7-FG3xSA18-CB-2-MG3",337,171,223
"SL18-OI-7-FG3xSL18-LD-9-MG1",338,171,237
"SL18-OI-9-FG1xSL18-LL-9-MG2",339,172,249
"SL18-OI-9-FG1xSL18-OI-9-MG3",340,172,236
"SL18-SF-13-FG1xSL18-LD-3-MG2",341,173,233
"SL18-SF-13-FG1xSL18-LL-9-MG3",342,173,220
"SL18-LD-1-FG2xSA18-CB-4-MG3",343,174,211
"SL18-SF-17-FG1xSL18-LL-9-MG1",344,175,241
"SL18-SF-17-FG1xSL18-SF-17-MG2",345,175,221
"SL18-SF-17-FG3xSA18-CB-10-MG1",346,176,250
"SL18-SF-17-FG3xSA18-CB-3-MG3",347,176,229
"SL18-SF-17-FG3xSL18-LD-2-MG1",348,176,242
"SL18-SF-17-FG3xSL18-NL-10-MG2",349,176,251
"SL18-SF-17-FG3xSL18-NL-2-MG3",350,176,252
"SL18-SF-17-FG3xSL18-NL-9-MG1",351,176,245
"SL18-SF-17-FG3xSL18-OI-7-MG1",352,176,213
"SL18-SF-17-FG3xSL18-OI-9-MG3",353,176,236
"SA18-CB-10-FG2xSL18-LL-9-MG1",354,177,241
"SL18-LD-1-FG2xSL18-SF-13-MG3",355,174,253
"SL18-SF-18-FG2xSL18-SF-13-MG1",356,178,214
"SL18-LD-1-FG2xSL18-SF-15-MG1",357,174,226
"SL18-LD-1-FG3xSA18-CB-3-MG3",358,179,229
"SL18-LD-1-FG3xSL18-NL-5-MG1",359,179,225
"SL18-LD-1-FG3xSL18-OI-11-MG2",360,179,206
"SL18-LD-1-FG3xSL18-OI-15-MG1",361,179,208
"SL18-LD-1-FG3xSL18-OI-16-MG1",362,179,209
"SL18-LD-1-FG3xSL18-OI-6-MG2",363,179,254
"SL18-LD-1-FG3xSL18-OI-7-MG1",364,179,213
"SL18-LD-1-FG3xSL18-OI-9-MG3",365,179,236
"SA18-CB-4-FG3xSA18-CB-4-MG3",366,180,211
"SL18-LD-1-FG3xSL18-NL-9-MG2",367,179,255
"SL18-LD-1-FG3xSL18-OI-15-MG2",368,179,256
"SL18-LD-2-FG2xSA18-CB-3-MG3",369,181,229
"SL18-LD-2-FG2xSL18-LL-9-MG2",370,181,249
"SL18-LD-2-FG2xSL18-NL-9-MG1",371,181,245
"SL18-LD-2-FG2xSL18-SF-19-MG1",372,181,219
"SL18-LD-3-FG1xSA18-CB-10-MG1",373,182,250
"SL18-LD-3-FG1xSL18-NL-9-MG1",374,182,245
"SL18-LD-3-FG1xSL18-SF-19-MG2",375,182,204
"SL18-LD-3-FG2xSA18-CB-2-MG3",376,183,223
"SA18-CB-5-FG1xSA18-CB-10-MG1",377,184,250
"SL18-LD-3-FG2xSL18-LL-9-MG2",378,183,249
"SL18-LD-3-FG2xSL18-SF-17-MG3",379,183,257
"SL18-LD-3-FG3xSL18-SF-13-MG2",380,185,235
"SL18-LD-4-FG1xSA18-CB-2-MG1",381,186,246
"SL18-LD-4-FG1xSL18-NL-3-MG2",382,186,217
"SL18-LD-4-FG2xSL18-LL-9-MG1",383,187,241
"SL18-LD-4-FG2xSL18-SF-15-MG2",384,187,222
"SL18-LD-4-FG3xSL18-SF-17-MG1",385,188,210
"SL18-LD-5-FG1xSA18-CB-10-MG1",386,189,250
"SL18-LD-5-FG1xSL18-SF-15-MG1",387,189,226
"SA18-CB-7-FG1xSL18-LL-9-MG3",388,190,220
"SL18-LD-5-FG2xSL18-LD-3-MG2",389,191,233
"SL18-LD-9-FG2xSL18-SF-13-MG3",390,192,253
"SL18-LD-9-FG3xSA18-CB-2-MG1",391,193,246
"SL18-LD-9-FG3xSL18-NL-7-MG1",392,193,243
"SL18-LD-9-FG3xSL18-SF-17-MG1",393,193,210
"SL18-LL-9-FG1xSL18-LL-9-MG2",394,194,249
"SL18-LL-9-FG3xSL18-NL-9-MG1",395,195,245
"SL18-NL-10-FG1xSA18-CB-4-MG3",396,196,211
"SL18-NL-10-FG1xSL18-LD-2-MG1",397,196,242
"SL18-NL-10-FG1xSL18-LD-9-MG1",398,196,237
"SL18-LD-10-FG1xSA18-CB-1-MG2",399,145,244
"SL18-NL-10-FG1xSL18-OI-15-MG1",400,196,208
"SL18-NL-10-FG1xSL18-OI-7-MG1",401,196,213
"SL18-NL-10-FG1xSL18-SF-13-MG1",402,196,214
"SL18-NL-10-FG2xSL18-OI-11-MG2",403,197,206
"SL18-NL-10-FG2xSL18-SF-17-MG2",404,197,221
"SL18-NL-10-FG3xSL18-NL-3-MG2",405,198,217
"SL18-NL-2-FG1xSA18-CB-1-MG2",406,199,244
"SL18-NL-2-FG1xSL18-LD-13-MG2",407,199,232
"SL18-NL-2-FG1xSL18-SF-17-MG1",408,199,210
"SL18-NL-2-FG3xSA18-CB-2-MG3",409,200,223
"SL18-NL-2-FG3xSA18-CB-4-MG1",410,200,227
"SL18-NL-2-FG3xSL18-LD-3-MG2",411,200,233
"SL18-LD-10-FG1xSL18-OI-15-MG1",412,145,208
"SL18-NL-2-FG3xSL18-OI-16-MG1",413,200,209
"SL18-NL-2-FG3xSL18-SF-15-MG1",414,200,226
"SL18-NL-3-FG1xSA18-CB-7-MG2",415,201,212
"SL18-NL-3-FG1xSL18-OI-11-MG2",416,201,206
"SL18-NL-3-FG1xSL18-SF-13-MG2",417,201,235
"SL18-NL-3-FG2xSL18-NL-3-MG2",418,202,217
"SL18-NL-3-FG2xSL18-SF-17-MG2",419,202,221
"SL18-NL-3-FG3xSA18-CB-2-MG2",420,203,238
"SL18-LD-10-FG1xSL18-OI-18-MG1",421,145,248
"SL18-NL-6-FG1xSA18-CB-3-MG3",422,146,229
"SL18-NL-6-FG1xSA18-CB-7-MG2",423,146,212
"SL18-NL-6-FG1xSL18-LD-1-MG2",424,146,216
"SL18-NL-6-FG1xSL18-LD-2-MG1",425,146,242
"SL18-NL-6-FG1xSL18-LD-3-MG2",426,146,233
"SL18-NL-6-FG1xSL18-NL-2-MG1",427,146,228
