rownames,pedigree,Category,Isolate_Sorus,index,WWP,DWpM,PDW,BDns,BLen,BMax,BThk,SLen,SDia
SL18.LD.2.FG2xSL18.NL.9.MG1,SL18-LD-2-FG2xSL18-NL-9-MG1,SL18-UCONN-34,#N/A,-0.19157866,-0.290685182,-0.085454609,-0.020669442,-23.76455739,0.158066069,-0.015547049,0.011045226,0.164577521,0.064479469
SL18.OI.16.FG1xSL18.OI.7.MG1,SL18-OI-16-FG1xSL18-OI-7-MG1,SL18-UCONN-133,#N/A,-0.173165439,-0.378327982,-0.085898145,-0.001369148,-4.820456096,0.0734072,-0.104876197,-0.02803139,-0.460437163,-0.32630612
SL18.NL.9.FG5xSL18.NC.15.MG2,SL18-NL-9-FG5xSL18-NC-15-MG2,SL19-UCONN-S142,#N/A,-0.220297531,-0.296351881,-0.087287243,-0.045723044,2.24240835,-0.024256108,-0.164343048,-0.017747156,0.237865292,-0.025398157
SL18.CC.8.FG3xSL18.NC.8.MG2,SL18-CC-8-FG3xSL18-NC-8-MG2,SL19-UCONN-S94,#N/A,-0.16803046,-0.256872925,-0.087854978,0.007679496,-15.34375578,-0.020226275,0.161246801,0.400667689,-0.067089983,0.412549523
SL18.OI.16.FG3xSL18.LD.10.MG3,SL18-OI-16-FG3xSL18-LD-10-MG3,SL18-UCONN-138,#N/A,-0.185045356,-0.345329617,-0.08828814,-0.008469076,-25.93480014,0.213820782,-0.148428477,0.519195206,0.479945183,0.333124719
SL18.LD.4.FG2xSL18.LL.9.MG1,SL18-LD-4-FG2xSL18-LL-9-MG1,SL18-UCONN-45,#N/A,-0.140729867,-0.29976198,-0.088781832,0.036833798,-39.79455634,0.163438184,-0.149325832,-0.096930783,0.083505484,0.355457611
SL18.LD.10.FG2xSL18.NL.3.MG2,SL18-LD-10-FG2xSL18-NL-3-MG2,SL18-UCONN-12,#N/A,-0.174676841,-0.335313607,-0.08967598,0.004675118,-15.90614755,0.018227661,0.319655346,0.334059748,-0.327427274,-0.165635466
SL18.CC.6.FG3xSL18.JS.9.MG2,SL18-CC-6-FG3xSL18-JS-9-MG2,SL19-UCONN-S235,#N/A,-0.17976956,-0.022676216,-0.089811725,-0.000146109,-1.908786798,0.08636272,-0.102164383,-0.137178075,0.395035781,-0.281572375
SL18.NL.2.FG3xSL18.SF.15.MG1,SL18-NL-2-FG3xSL18-SF-15-MG1,SL18-UCONN-81,#N/A,-0.236131807,-0.292568119,-0.09016789,-0.055796027,-22.17518181,-0.06596111,0.079036662,-0.11707831,-0.205020282,-0.278211337
SL18.NC.9.FG2xSL18.OI.17.MG1,SL18-NC-9-FG2xSL18-OI-17-MG1,SL19-UCONN-S32,#N/A,-0.222821449,-0.169383394,-0.092136858,-0.038547733,-7.85721047,-0.227356548,0.156250778,-0.181267275,-0.930520474,-0.340271739
SL18.JS.16.FG3xSL18.OD.5.MG2,SL18-JS-16-FG3xSL18-OD-5-MG2,SL19-UCONN-S27,#N/A,-0.216380414,-0.223989731,-0.093386506,-0.029607402,-8.660188677,0.030261311,0.102626453,-0.339231521,-1.088375851,-0.835407098
SL18.NL.7.FG3xSL18.LD.13.MG3,SL18-NL-7-FG3xSL18-LD-13-MG3,SL18-UCONN-115,#N/A,-0.152313056,-0.41230914,-0.093514592,0.034716127,-19.73702455,-0.045513109,0.32229235,-0.721832891,-0.376197307,-0.5775067
SL18.OI.17.FG1xSL18.JS.5.MG1,SL18-OI-17-FG1xSL18-JS-5-MG1,SL19-UCONN-S218,Yes,-0.243001152,-0.189646608,-0.093594507,-0.055812139,-3.241091139,0.236072982,-0.044393667,-0.349170757,0.288337643,-0.347481888
SL18.JS.5.FG1xSL18.LD.2.MG4,SL18-JS-5-FG1xSL18-LD-2-MG4,SL19-UCONN-S140,#N/A,-0.205750274,-0.20109714,-0.093820818,-0.018108639,-24.6970169,0.093389801,0.155860724,-0.486991427,-0.628166788,-0.650981143
SL18.OI.18.FG1xSL18.OI.17.MG3,SL18-OI-18-FG1xSL18-OI-17-MG3,SL19-UCONN-S175,#N/A,-0.234254132,-0.177925101,-0.094044658,-0.046164816,-6.313799214,0.104185796,-0.020505569,0.182464663,0.512060904,0.23049456
SL18.OI.15.FG1xSL18.NL.5.MG1,SL18-OI-15-FG1xSL18-NL-5-MG1,SL18-UCONN-127,#N/A,-0.220038902,-0.308026008,-0.094321149,-0.031396604,-6.700875497,-0.085637059,0.175258565,0.107291588,0.376593387,-0.030816169
SL18.OI.2.FG3xSA18.CB.4.MG1,SL18-OI-2-FG3xSA18-CB-4-MG1,SL18-UCONN-167,#N/A,-0.161367354,-0.473234019,-0.098256492,0.03514563,-50.15678639,0.097661064,-0.100889045,-0.159909782,-0.175834518,-0.50380587
SL18.LL.9.FG4xSL18.OI.18.MG3,SL18-LL-9-FG4xSL18-OI-18-MG3,SL19-UCONN-S33,#N/A,-0.200046236,-0.287922681,-0.098691559,-0.002663118,-11.9434934,-0.038708704,-0.003792581,0.34862289,0.090412914,0.604754964
SL18.OI.2.FG3xSL18.NL.2.MG2,SL18-OI-2-FG3xSL18-NL-2-MG2,SL18-UCONN-169,#N/A,-0.136207532,-0.495498378,-0.098728303,0.061249075,-33.28500968,0.155810233,-0.052440541,-0.434912851,0.376147656,-0.363472747
SL18.NL.2.FG3xSL18.LD.3.MG2,SL18-NL-2-FG3xSL18-LD-3-MG2,SL18-UCONN-79,#N/A,-0.205075668,-0.302053422,-0.099176196,-0.006723275,-31.99416594,0.106752902,0.055008366,-0.270723211,-0.060696275,-0.067639467
SL18.JS.16.FG1xSL18.CC.1.MG11,SL18-JS-16-FG1xSL18-CC-1-MG11,SL19-UCONN-S211,#N/A,-0.229292431,-0.231917178,-0.099357417,-0.030577597,1.171456378,-0.045418007,0.164982075,0.488028021,0.729432224,0.260151544
SL18.CC.8.FG3xSL18.NC.11.MG3,SL18-CC-8-FG3xSL18-NC-11-MG3,SL19-UCONN-S270,#N/A,-0.176726944,-0.250664755,-0.099359856,0.021992768,-14.30726036,0.258551063,0.00268823,0.072811296,0.286449573,-0.536132553
SL18.JS.5.FG1xSA18.CB.1.MG12,SL18-JS-5-FG1xSA18-CB-1-MG12,SL19-UCONN-S263,#N/A,-0.208849569,-0.156067448,-0.099440867,-0.009967835,-5.647648871,0.321024444,0.021925655,-0.332049997,-0.121362661,-0.240167538
SL18.NL.9.FG3xSL18.SF.17.MG2,SL18-NL-9-FG3xSL18-SF-17-MG2,SL18-UCONN-123,#N/A,-0.220249439,-0.440091051,-0.100843774,-0.018561891,-20.7771047,0.013310496,-0.164609456,-0.437477345,-0.523775086,-0.384352247
SL18.NL.6.FG3xSL18.OI.7.MG1,SL18-NL-6-FG3xSL18-OI-7-MG1,SL18-UCONN-111,#N/A,-0.205482825,-0.361174274,-0.101102511,-0.003277802,23.56369176,0.099831009,-0.14737704,-0.164809228,-0.022650796,-0.270816036
SL18.LD.9.FG3xSL18.NL.7.MG1,SL18-LD-9-FG3xSL18-NL-7-MG1,SL18-UCONN-53,#N/A,-0.152596466,-0.385497412,-0.101431465,0.050266465,-42.38511805,0.151827371,0.076750659,-0.373451357,0.212102287,0.632381953
SL18.NC.5.FG3xSL18.NL.2.MG3,SL18-NC-5-FG3xSL18-NL-2-MG3,SL19-UCONN-S98,#N/A,-0.243295174,-0.386538765,-0.10170302,-0.039889133,-16.78098121,-0.005713872,0.246481408,0.008656268,0.089609351,0.075053642
SL18.NC.15.FG3xSL18.NL.2.MG3,SL18-NC-15-FG3xSL18-NL-2-MG3,SL19-UCONN-S15,#N/A,-0.235315579,-0.365785904,-0.101744418,-0.031826743,-6.689969971,0.092301288,0.032386624,-0.203002107,-0.240997477,-0.232034954
SL18.OI.15.FG3xSA18.CB.4.MG1,SL18-OI-15-FG3xSA18-CB-4-MG1,SL19-UCONN-S1,#N/A,-0.264095986,-0.277516364,-0.102275553,-0.059544879,-12.88283815,0.04241132,0.133766372,-0.12478502,-0.185169299,-0.369180626
SL18.NL.5.FG5xSL18.CC.3.MG1,SL18-NL-5-FG5xSL18-CC-3-MG1,SL19-UCONN-S5,#N/A,-0.208942252,-0.268191645,-0.104103203,-0.000735846,1.483355344,0.021415072,0.090734716,-0.101771667,-1.212688658,-0.064830152
SL18.LD.3.FG1xSL18.NL.9.MG1,SL18-LD-3-FG1xSL18-NL-9-MG1,SL18-UCONN-37,#N/A,-0.225732758,-0.386663892,-0.10427398,-0.017184797,-26.7357081,0.195900459,-0.231286816,-0.070964841,0.069858567,0.099488323
SL18.LD.1.FG3xSL18.NL.9.MG2,SL18-LD-1-FG3xSL18-NL-9-MG2,SL18-UCONN-30,#N/A,-0.243547244,-0.307571713,-0.104746868,-0.034053509,-0.434523717,0.164047622,-0.09754167,-0.273817146,0.173096126,0.032411582
SL18.CC.9.FG3xSL18.JS.16.MG2,SL18-CC-9-FG3xSL18-JS-16-MG2,SL19-UCONN-S234,#N/A,-0.213429725,-0.409113928,-0.104949007,-0.00353171,-15.86654721,0.099677929,0.410492596,0.009398051,0.059643937,-0.098022427
SL18.OI.16.FG1xSA18.CB.4.MG1,SL18-OI-16-FG1xSA18-CB-4-MG1,SL18-UCONN-129,#N/A,-0.240605047,-0.425602468,-0.105753688,-0.02909767,-33.4333457,0.084190514,-0.181515007,-0.090265428,-0.735075444,-0.214439369
SL18.NC.5.FG3xSL18.OI.2.MG2,SL18-NC-5-FG3xSL18-OI-2-MG2,SL19-UCONN-S91,#N/A,-0.196519954,-0.386100471,-0.105900025,0.015280095,-27.14106169,-0.028684021,-0.035264592,-0.018306832,0.028999446,-0.115585218
SL18.OI.16.FG1xSL18.NL.2.MG1,SL18-OI-16-FG1xSL18-NL-2-MG1,SL18-UCONN-132,#N/A,-0.22327779,-0.429818783,-0.106453406,-0.010370978,-31.88738785,0.09607958,-0.060519784,-0.084905741,-0.891643136,-0.381953165
SL18.NC.1.FG1xSL18.OD.5.MG1,SL18-NC-1-FG1xSL18-OD-5-MG1,SL19-UCONN-S28,#N/A,-0.246806185,-0.254801265,-0.106535363,-0.03373546,-9.593716558,0.063372776,0.107569351,-0.151989534,-0.117672684,-0.046326876
SL18.NL.10.FG2xSL18.SF.17.MG2,SL18-NL-10-FG2xSL18-SF-17-MG2,SL18-UCONN-71,#N/A,-0.237256223,-0.479648353,-0.106626325,-0.024003574,-12.14040482,-0.071518972,-0.365078943,-0.565599864,-1.644931326,-1.649677403
SL18.NL.2.FG3xSA18.CB.4.MG1,SL18-NL-2-FG3xSA18-CB-4-MG1,SL18-UCONN-78,#N/A,-0.271628294,-0.286382311,-0.108381101,-0.054866093,-28.82541079,-0.040435065,0.11713113,0.047201674,-0.187170003,-0.266055572
SL18.NL.2.FG3xSA18.CB.4.MG1.1,SL18-NL-2-FG3xSA18-CB-4-MG1,SL18-UCONN-78,#N/A,-0.271628294,-0.286382311,-0.108381101,-0.054866093,-28.82541079,-0.040434904,0.117130892,0.047200174,-0.187167187,-0.266058925
SL18.SF.19.FG4xSL18.NC.5.MG3,SL18-SF-19-FG4xSL18-NC-5-MG3,SL19-UCONN-S193,#N/A,-0.240784098,-0.32346331,-0.108500313,-0.023783472,8.152288183,-0.145050295,-0.133038263,0.372003983,0.290560313,0.68429238
SL18.OI.2.FG2xSL18.SF.17.MG2,SL18-OI-2-FG2xSL18-SF-17-MG2,SL18-UCONN-166,#N/A,-0.163689355,-0.602506949,-0.108952993,0.054216632,-61.41320594,-0.077372716,-0.313340419,-0.323601148,-0.581633279,-0.456184698
SL18.NC.1.FG3xSL18.OI.9.MG1,SL18-NC-1-FG3xSL18-OI-9-MG1,SL19-UCONN-S29,#N/A,-0.247856823,-0.272384083,-0.110636965,-0.026582893,-2.845097214,0.018152488,0.153268072,0.364715332,0.140010784,0.55700691
SL18.OI.16.FG1xSL18.LL.9.MG3,SL18-OI-16-FG1xSL18-LL-9-MG3,SL18-UCONN-131,#N/A,-0.187684749,-0.544348083,-0.110769957,0.033855166,-49.93514553,0.296805909,-0.16644942,-0.040144908,-0.227594544,0.088938968
SL18.NC.5.FG2xSL18.JS.11.MG3,SL18-NC-5-FG2xSL18-JS-11-MG3,SL19-UCONN-S232,#N/A,-0.282242237,-0.354389454,-0.112944078,-0.056354082,-0.682854854,-0.107371645,0.109157279,-0.026786779,0.172959895,0.049670519
SL18.NC.11.FG1xSL18.CC.1.MG11,SL18-NC-11-FG1xSL18-CC-1-MG11,SL19-UCONN-S274,#N/A,-0.241847635,-0.209452739,-0.113375234,-0.015097168,-4.446036661,-0.089000879,0.004346283,0.700696977,0.645960047,0.775703759
SL18.NC.8.FG1xSL18.NL.7.MG2,SL18-NC-8-FG1xSL18-NL-7-MG2,SL19-UCONN-S87,#N/A,-0.207696742,-0.337580189,-0.115850226,0.024003709,-25.09196336,-0.156454421,0.09077433,0.25300315,0.4375047,0.367992589
SL18.LD.1.FG3xSL18.NL.5.MG1,SL18-LD-1-FG3xSL18-NL-5-MG1,SL18-UCONN-23,#N/A,-0.250339895,-0.336401109,-0.116470272,-0.017399352,7.127794706,-0.000289072,0.076161574,0.187998985,0.296857046,-0.092722564
SL18.NC.5.FG1xSL18.OI.9.MG3,SL18-NC-5-FG1xSL18-OI-9-MG3,SL19-UCONN-S269,#N/A,-0.277722875,-0.422007182,-0.117267236,-0.043188404,-5.201835755,-0.18537471,-0.200018326,0.273515904,0.707506359,0.605343733
SL18.CC.8.FG1xSL18.NC.8.MG2,SL18-CC-8-FG1xSL18-NC-8-MG2,SL19-UCONN-S58,#N/A,-0.227827343,-0.320143501,-0.117442159,0.007056976,-11.33954249,-0.160374874,0.098617008,0.494252188,0.115594431,0.732457949
SL18.JS.9.FG2xSL18.CC.7.MG2,SL18-JS-9-FG2xSL18-CC-7-MG2,SL19-UCONN-S129,#N/A,-0.293592203,-0.374246564,-0.117651202,-0.058289799,-13.83423385,0.122039213,0.099942601,0.135383571,0.406623204,0.260898401
SL18.LD.1.FG1xSL18.LD.10.MG3,SL18-LD-1-FG1xSL18-LD-10-MG3,SL18-UCONN-16,#N/A,-0.222953061,-0.462066898,-0.117704012,0.012454962,-34.12011291,0.116759821,-0.230894236,-0.232300116,0.115351764,0.005855937
SL18.OI.2.FG3xSL18.LD.10.MG1,SL18-OI-2-FG3xSL18-LD-10-MG1,SL18-UCONN-168,#N/A,-0.124581887,-0.667987958,-0.117922774,0.111263661,-69.19479965,0.131337358,-0.059193038,-0.084616227,-0.193638283,-0.657888382
SL18.LL.9.FG1xSL18.LL.9.MG2,SL18-LL-9-FG1xSL18-LL-9-MG2,SL18-UCONN-55,#N/A,-0.209342404,-0.426423703,-0.118743901,0.028145399,-26.43211792,0.145924076,0.183004967,0.151023779,-0.147195645,0.208932342
SL18.NC.10.FG3xSA18.CB.3.MG2,SL18-NC-10-FG3xSA18-CB-3-MG2,SL19-UCONN-S99,#N/A,-0.376385044,-0.336634335,-0.119994467,-0.13639611,6.290670883,0.075393035,-0.041795449,-0.458054652,0.259211707,0.081993054
SL18.JS.9.FG2xSL18.LD.9.MG2,SL18-JS-9-FG2xSL18-LD-9-MG2,SL19-UCONN-S231,Yes,-0.225142997,-0.344883472,-0.120033781,0.014924565,-29.2188511,0.221150291,0.120134916,-0.015731491,-0.03797319,-0.045495141
SL18.NC.12.FG3xSL18.OI.15.MG3,SL18-NC-12-FG3xSL18-OI-15-MG3,SL19-UCONN-S102,#N/A,-0.304143728,-0.273902251,-0.122383413,-0.059376902,-0.037740272,0.063263933,0.104656445,-0.144359308,-0.827584543,-0.240657776
SL18.NC.10.FG1xSL18.OI.11.MG1,SL18-NC-10-FG1xSL18-OI-11-MG1,SL19-UCONN-S286,#N/A,-0.282901627,-0.284433227,-0.123014763,-0.036872101,-7.146292317,-0.077982799,-0.040586007,-0.078310561,0.431533607,0.241279164
SL18.CC.7.FG2xSL18.JS.9.MG3,SL18-CC-7-FG2xSL18-JS-9-MG3,SL19-UCONN-S103,#N/A,-0.2960014,-0.360372016,-0.124131235,-0.047738931,-8.408607601,0.186716627,0.07257948,-0.310690572,-0.014892248,-0.093590906
SL18.NC.1.FG1xSL18.NC.12.MG3,SL18-NC-1-FG1xSL18-NC-12-MG3,SL19-UCONN-S268,#N/A,-0.295402684,-0.230337201,-0.125623265,-0.044156155,-5.352118628,-0.087416296,0.166347106,0.374706114,0.478432264,1.077387847
SL18.JS.9.FG2xSL18.LD.9.MG1,SL18-JS-9-FG2xSL18-LD-9-MG1,SL19-UCONN-S100,#N/A,-0.237609113,-0.417801616,-0.126329032,0.015048951,-32.45064214,0.232134037,0.016950624,-0.001883489,-0.073387926,0.17826877
SL18.NL.10.FG3xSL18.NL.3.MG2,SL18-NL-10-FG3xSL18-NL-3-MG2,SL18-UCONN-72,#N/A,-0.298238079,-0.458510374,-0.126944633,-0.044348813,1.278828092,-0.161082725,0.29880503,0.394396497,0.505364815,-0.111556634
SL18.LL.9.FG2xSA18.CB.5.MG3,SL18-LL-9-FG2xSA18-CB-5-MG3,SL19-UCONN-S277,#N/A,-0.244326341,-0.456620435,-0.127769032,0.011211723,-36.49367895,-0.357402017,-0.076087663,-0.771588343,-1.04289993,-0.941361371
SL18.OI.2.FG3xSL18.NL.9.MG1,SL18-OI-2-FG3xSL18-NL-9-MG1,SL18-UCONN-170,#N/A,-0.237202463,-0.63027118,-0.128751141,0.020299818,-47.09703694,0.217835503,-0.112132451,-0.14159161,0.105077276,-0.522556951
SL18.OI.2.FG2xSL18.LD.2.MG1,SL18-OI-2-FG2xSL18-LD-2-MG1,SL18-UCONN-163,#N/A,-0.185679511,-0.663542094,-0.129764612,0.073849713,-67.71914042,-0.015529371,-0.298807178,-0.095797406,-0.79515274,-0.795816601
SL18.JS.5.FG2xSL18.OI.9.MG1,SL18-JS-5-FG2xSL18-OI-9-MG1,SL19-UCONN-S194,#N/A,-0.296506355,-0.289290213,-0.131142339,-0.034221676,-10.98941616,0.011028647,-0.060221801,0.015976893,-0.33762229,0.321681537
SL18.NC.10.FG3xSL18.LD.2.MG1,SL18-NC-10-FG3xSL18-LD-2-MG1,SL19-UCONN-S155,#N/A,-0.331913035,-0.333843272,-0.132555598,-0.066801839,-12.21687837,0.047248652,-0.180146904,-0.28104563,-0.268303547,-0.059546538
SL18.NL.3.FG3xSL18.JS.16.MG2,SL18-NL-3-FG3xSL18-JS-16-MG2,SL19-UCONN-S123,#N/A,-0.296090658,-0.423363281,-0.134619692,-0.026851274,-16.57498126,0.104635862,0.268595424,-0.236546852,0.228322561,0.107552139
SL18.NL.9.FG3xSL18.LL.9.MG3,SL18-NL-9-FG3xSL18-LL-9-MG3,SL18-UCONN-122,#N/A,-0.262848437,-0.537528472,-0.136080003,0.009311569,-42.87216727,0.298553823,-0.063421027,-0.121547241,-0.021193869,-0.193171063
SL18.LL.9.FG3xSL18.NL.9.MG1,SL18-LL-9-FG3xSL18-NL-9-MG1,SL18-UCONN-56,#N/A,-0.337725476,-0.460565331,-0.136283609,-0.065158257,-18.52561966,0.081705763,0.078112539,0.574942191,0.679418444,0.407108047
SL18.NL.7.FG3xSL18.LD.1.MG2,SL18-NL-7-FG3xSL18-LD-1-MG2,SL18-UCONN-116,#N/A,-0.295171452,-0.594731946,-0.136983016,-0.02120542,-36.68055042,0.080612788,0.173149961,-1.188983706,-0.992806294,-0.781789074
SL18.NC.5.FG1xSL18.JS.5.MG2,SL18-NC-5-FG1xSL18-JS-5-MG2,SL19-UCONN-S257,#N/A,-0.351659075,-0.474608104,-0.139313427,-0.07303222,-21.97746298,0.037969292,-0.148685405,0.118906162,0.408985635,0.452163993
SL18.NC.2.FG2xSL18.JS.19.MG2,SL18-NC-2-FG2xSL18-JS-19-MG2,SL19-UCONN-S203,#N/A,-0.316589266,-0.324645812,-0.142091008,-0.032407249,-28.02952727,0.020995106,0.33891843,0.309971717,-0.003378709,0.298309091
SL18.NC.11.FG1xSL18.JS.19.MG1,SL18-NC-11-FG1xSL18-JS-19-MG1,SL19-UCONN-S236,#N/A,-0.293083477,-0.218644075,-0.142700909,-0.007681659,-23.9935437,-0.056934166,0.304768939,-0.400177656,-0.581605654,-0.361866423
SL18.JS.16.FG3xSL18.OI.16.MG2,SL18-JS-16-FG3xSL18-OI-16-MG2,SL19-UCONN-S47,#N/A,-0.301884979,-0.392052682,-0.142946353,-0.015992273,-10.97290883,-0.006110177,0.055026602,-0.48615814,-0.282142722,-0.040709772
SL18.OI.2.FG2xSL18.LL.9.MG3,SL18-OI-2-FG2xSL18-LL-9-MG3,SL18-UCONN-164,#N/A,-0.206288352,-0.69994437,-0.144189222,0.082090093,-83.50826851,0.207870922,-0.212152116,-0.007665423,-0.07905374,-0.265000821
SL18.JS.9.FG3xSL18.LD.9.MG2,SL18-JS-9-FG3xSL18-LD-9-MG2,SL19-UCONN-S97,#N/A,-0.257798058,-0.425102373,-0.145037699,0.03227734,-35.98238149,0.31271856,0.202026517,-0.024455198,0.081377243,0.212910437
SL18.JS.5.FG2xSL18.NL.2.MG1,SL18-JS-5-FG2xSL18-NL-2-MG1,SL19-UCONN-S122,#N/A,-0.343060755,-0.284692977,-0.149411347,-0.044238061,-22.12895551,0.105819412,0.087601143,-0.300468466,-0.784564467,-0.680360153
SL18.NC.10.FG3xSL18.NL.5.MG2,SL18-NC-10-FG3xSL18-NL-5-MG2,SL19-UCONN-S20,#N/A,-0.399470931,-0.321047256,-0.150623521,-0.098223889,3.033365061,0.065723647,-0.153118833,-0.272307069,0.091847263,0.479353553
SL18.NC.15.FG3xSL18.JS.19.MG2,SL18-NC-15-FG3xSL18-JS-19-MG2,SL19-UCONN-S188,#N/A,-0.346850424,-0.374915783,-0.153021105,-0.040808214,-8.302467116,0.114684961,0.082369684,0.027177264,-0.349323296,0.072510565
SL18.NL.9.FG5xSL18.JS.9.MG1,SL18-NL-9-FG5xSL18-JS-9-MG1,SL19-UCONN-S7,#N/A,-0.369300161,-0.415240773,-0.157046195,-0.055207772,-19.11406268,0.21318237,-0.297857006,0.230080164,0.744813571,0.312672961
SL18.OI.2.FG2xSL18.LD.1.MG2,SL18-OI-2-FG2xSL18-LD-1-MG2,SL18-UCONN-162,#N/A,-0.281681983,-0.745845919,-0.157069328,0.032456674,-71.7549381,0.091523325,-0.1912837,-0.625045928,-0.857664401,-0.605370438
SL18.JS.5.FG2xSL18.OI.5.MG3,SL18-JS-5-FG2xSL18-OI-5-MG3,SL19-UCONN-S88,#N/A,-0.347653365,-0.350737175,-0.159248332,-0.029156701,-17.07729137,-0.019630293,-0.072516312,0.193921808,-0.114396196,0.274632742
SL18.NC.11.FG1xSL18.NL.2.MG1,SL18-NC-11-FG1xSL18-NL-2-MG1,SL19-UCONN-S112,#N/A,-0.336773396,-0.31829034,-0.160639168,-0.01549506,-22.80396601,0.021500899,0.05298159,0.428925752,-0.228974446,0.515852162
SL18.NC.5.FG1xSL18.NL.9.MG3,SL18-NC-5-FG1xSL18-NL-9-MG3,SL19-UCONN-S223,#N/A,-0.388168731,-0.580113201,-0.163329637,-0.061509457,-18.0451704,-0.082117319,-0.195045782,0.009933278,0.167521677,0.091991221
SL18.JS.16.FG3xSL18.NC.10.MG3,SL18-JS-16-FG3xSL18-NC-10-MG3,SL19-UCONN-S101,#N/A,-0.409599883,-0.300429591,-0.16376115,-0.082077583,-12.19032148,-0.168793838,0.046634637,0.195525933,0.252946989,0.259910013
SL18.NL.2.FG3xSL18.NC.10.MG3,SL18-NL-2-FG3xSL18-NC-10-MG3,SL19-UCONN-S116,#N/A,-0.411053846,-0.410515671,-0.164370321,-0.082313204,-22.79198102,-0.178127054,0.025241706,0.581357948,0.695789785,0.327085631
SL18.JS.9.FG3xSL18.LD.1.MG1,SL18-JS-9-FG3xSL18-LD-1-MG1,SL19-UCONN-S89,#N/A,-0.347530495,-0.461767059,-0.16475647,-0.018017556,-22.01149336,0.23170513,0.037646328,0.150634578,-0.155221576,0.166394509
SL18.NC.5.FG2xSL18.LD.1.MG3,SL18-NC-5-FG2xSL18-LD-1-MG3,SL19-UCONN-S109,#N/A,-0.393669642,-0.54301646,-0.173753452,-0.046162738,-5.881512457,-0.147444884,0.033392896,-0.757982914,-1.442950468,-0.698149127
SL18.NL.7.FG4xSL18.JS.5.MG1,SL18-NL-7-FG4xSL18-JS-5-MG1,SL19-UCONN-S212,#N/A,-0.360656376,-0.578874201,-0.176014392,-0.008627592,-28.44403501,0.211733175,0.04335624,-0.047604302,0.327007625,-0.296141254
SL18.CC.7.FG3xSL18.NC.10.MG1,SL18-CC-7-FG3xSL18-NC-10-MG1,SL19-UCONN-S289,#N/A,-0.439862112,-0.500661223,-0.18218058,-0.075500952,-14.33718024,-0.118879851,-0.072134106,0.37977478,0.43641674,1.084536842
SL18.NC.1.FG3xSL18.NL.5.MG3,SL18-NC-1-FG3xSL18-NL-5-MG3,SL19-UCONN-S237,#N/A,-0.412517317,-0.50345213,-0.191251242,-0.030014832,-10.67969315,0.141331367,0.204378098,0.263644093,0.267843405,0.107057262
SL18.NL.2.FG3xSL18.JS.16.MG2,SL18-NL-2-FG3xSL18-JS-16-MG2,SL19-UCONN-S267,#N/A,-0.408222983,-0.603393582,-0.193580554,-0.021061875,-34.81810534,0.055986397,0.415353943,-0.197489678,0.340002105,-0.178212789
SL18.NC.9.FG3xSL18.NL.10.MG2,SL18-NC-9-FG3xSL18-NL-10-MG2,SL19-UCONN-S167,#N/A,-0.425070449,-0.589415855,-0.198312905,-0.028444639,0.342155467,-0.078873302,0.065491945,-0.606107271,-0.989067606,-0.837093592
SL18.JS.16.FG1xSL18.NC.5.MG1,SL18-JS-16-FG1xSL18-NC-5-MG1,SL19-UCONN-S285,#N/A,-0.450719628,-0.577237323,-0.2024028,-0.045914029,-15.65317321,-0.112243189,0.225922238,0.349329773,0.432222154,0.298131113
SL18.OI.18.FG1xSL18.NC.10.MG1,SL18-OI-18-FG1xSL18-NC-10-MG1,SL19-UCONN-S118,#N/A,-0.494670825,-0.483712031,-0.210159383,-0.074352058,-14.91205739,-0.030796501,-0.058035487,0.564421264,0.387250893,0.940549225
SL18.NC.10.FG1xSL18.NC.5.MG1,SL18-NC-10-FG1xSL18-NC-5-MG1,SL19-UCONN-S154,#N/A,-0.53494256,-0.666053254,-0.229744184,-0.075454192,-15.94793748,-0.289783768,0.112464351,-0.355763776,-0.151007853,-0.511020015
